id,text,author,likes,timestamp,is_reply,parent_id
UgxJZQWarCaJ-5b2jRx4AaABAg,"As a Turkish it makes me happy when they’re angry at us, it means we’re on the right side 🇹🇷",@TheAliTuran,2000,1747353600,False,
UgxeIBkBrZIjJM-QsEN4AaABAg,Indians boycotting visiting a country is itself a blessing for that country.,@syedlatifshah5156,1900,1747353600,False,
UgywpT99y1Zvd-8dbmh4AaABAg,Greetings from Türkiye to all Muslim brothers and sisters 🇹🇷,@cuneyd5901,1300,1747353600,False,
Ugz7MLEaiK64bA3tRCt4AaABAg,Full support to Turkey from Nepal 🇳🇵,@ramanand_dubey,1200,1747353600,False,
Ugy8Mk4uJg96lqRPYSt4AaABAg,"shame on INDIA, WELLDONE PAKISTAN, TURKIYE, AZERBEJAN",@isyakubalaibrahim,996,1747353600,False,
UgwljKuFq55GzElVm2F4AaABAg,"Good for Turkey and Azerbaijan, their cities will be cleaner now ❤",@a-h2739,954,1747353600,False,
UgzO9oB6ah_8RHiNZlF4AaABAg,"I am from BANGLADESH 🇧🇩
Full Support to Turkey 🇹🇷 and Pakistan🇵🇰",@BossGaming-qr4hx,754,1747353600,False,
UgxTtp4N0xIxGhhWynp4AaABAg,Turks are and always have been brothers to Pakistanis. May this bond grow and strengthen,@khalidmuzammil3885,753,1747353600,False,
Ugw98bIEzvzcH1ibGqh4AaABAg,As a Turkish I couldn't be more happier 🇹🇷❤️🇵🇸❤️🇵🇰,@mustafaercumen3187,715,1747353600,False,
UgzT-xQEq3EZb5HX3WB4AaABAg,"Just got back from Turkey yesterday  , Prayed Salat al Jummah in Masjid Al Ayub , they prayed for Pakistan 🇵🇰 contributed a little to their tourism will encourage everyone to visit this beautiful country ❤🇵🇰 🇹🇷 , thanks to all the Muslim Countries who stood with Pakistan . 🇮🇶 🇮🇷 🇦🇿 🇸🇾 🇸🇦  🇩🇿 🇱🇧 🇲🇦 🇧🇩 🇸🇴  🇵🇸 🇰🇼",@Servant-Of-Most-High,626,1747353600,False,
Ugxt6Z3BduV2bdgMtTx4AaABAg,"As a Turkish young adult, I didn't forget the times we, Muslims, hadn't had any global media. Now, we are here together. Remembering our strong bond. Thank you for your channel. May Allah create more media sources for the Muslims. We need to stand together with the truth. And we need to remember there are 2 billions of us.",@vedarovski4110,588,1747353600,False,
Ugxoy9makcxT1dt76y54AaABAg,"As A Muslim Turkish I don’t give a damn about what hindus thinks about us or boycott Türkiye’s products.
All I care great people off Pakistan and no one in this planet can stop this brotherly love between our two countries.
Pakistan-Türkiye Zindabad 🇵🇰🇹🇷🇵🇰🇹🇷🇵🇰🇹🇷",@TR17000-x,504,1747353600,False,
UgyjwyL5Shk2fdihkuV4AaABAg,"In Gallipoli war indians fought against us with british. In Turkish independence war Pakistani women gave their last valuable things for Turks to buy weapons. In operation Cyprus whole world sanction Turkiye, Turkiye was almost out of parts for fighters jets but Pakistan said ""Take anything you need from us for free"". Our relation with Pakistan is from cradle to grave.",@BWFX,479,1747353600,False,
UgzdzZ9qjndsMz8_qm94AaABAg,Pakistan 🇵🇰 Türkiye 🇹🇷 Zindabad,@yakuptopcu3053,477,1747353600,False,
UgyIu-Qr7ZmsDaBCgKp4AaABAg,"I am Turkish citizen born in Lahore Pakistan 1971 ,,,PAKISTAN ZINDABAAT👍",@hakansavasci1880,471,1747353600,False,
Ugxfx8i2LaKey6pLYCx4AaABAg,"As a turk we give our full support to our muslim brothers and sister in Pakistan and Kashmir. ""We can b...... a hell out of Turkey"" Where is this guy living in a fantasy world? a marvel movie? what is this? its so funny lmao.",@smuratspace,429,1747353600,False,
Ugy6O-K3lqJTzHdCsbp4AaABAg,"I am a Korean Special Forces personnel. Türkiye, Azerbaijan and Pakistan are my countries. The war ended early. Me and other friends wanted to join the Pakistani army.",@第一空輸特戰旅團,371,1747353600,False,
UgxlxZd1gt7I-FopvsZ4AaABAg,You are amazing bro. Love from Turkey to the people of Pakistan.,@enesalbay9707,347,1747353600,False,
Ugz8K05VTKzbkiB-wul4AaABAg,"As a Turk, i stand with Pakistan. I'm so happy that our government is standing with our brothers clearly.
Pakistan zindabad❤",@csstudent355,296,1747353600,False,
Ugy7PigIKYOIuzF8ma94AaABAg,Full support to Türkiye from Pakistan,@İlyasRıza,292,1747353600,False,
Ugzu-2_VrLk4bkDc-0V4AaABAg,"Azeri, Bengali, Turks and Pakistani are Karrdish (brothers) ❤",@knowledgeseeker5499,290,1747353600,False,
UgyJoXTucAaMVesdNl54AaABAg,support turkey from Saudi arabia,@RawahaAziz-x9m,286,1747353600,False,
UgxZ9RqP1bypx908ddF4AaABAg,"'We Muslims will win this with our strong IMAAN'

- A Muslim",@OfficialMrBlueDude,285,1747353600,False,
UgxWqRFMaGKXTMdaE-54AaABAg,"Turkiye is one of the most popular tourist destinations. Hindis not going to Turkiye makes absolutely no difference, in fact its preferable, we don't want polution. You'll see Pakistani tourists visiting Turkiye in droves. Love our brothers Turks, Azeris, Bangleshis, Chinese, Nepalis and the list goes on.",@zakmirza9546,261,1747353600,False,
UgxZFd3rkR3n6qnAfk54AaABAg,"Oh dear, the Indian bots are attacking this comments section already 🤣",@KingShaf7,255,1747353600,False,
UgyR1GWyUP8IYmuzEtt4AaABAg,"🇹🇷❤🇵🇰❤🇦🇿  Dont have a false idea We re not just friends , we are brothers.",@kayahank1,250,1747353600,False,
UgzbB127RPuTzOmOXHF4AaABAg,I just visited Turkey 🇹🇷 I am an American i gotta say I loved Turkey 🇹🇷 i want to go back next year.,@MohsinKhan-nn6xu,191,1747353600,False,
Ugz5gWB9Nqgnaekjh4d4AaABAg,"As an Indian Muslim, I really hope all these Muslim countries defend and help Palestinians. They are being killed and  also starved. Help them please.",@grigotts,181,1747353600,False,
UgxnXoPvGS1kZtZ0tfV4AaABAg,People don’t realize how big this is—Pakistan gained air supremacy over India in just one hour.,@strategic4124,172,1747353600,False,
UgzmTSZ9lzCQKGFcuWl4AaABAg,"Indian problem is not world's problem. World is not looking for hindutva preacher, they are looking for supporters.:cat-orange-whistling:",@Desert_Kingdom,171,1747353600,False,
UgyKxQKCFoUY7gh3KqR4AaABAg,!!!The ottoman spirit is waking up!!!,@innocentwhitegirl523,168,1747353600,False,
UgxseE_xUe45y_oVpdV4AaABAg,"Whatever you're doing Pakistan keep it up, i haven't received a scam call in days",@rebelliousfighter7075,166,1747353600,False,
